route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
08251125-30,20251120,20251120-30-30190,30 - Hwy. 407 Bus Term,,0,MDDS3115,413510,1,1,30
08251125-30,20251120,20251120-30-30093,30A - U of Waterloo,,1,MDDS3115,413508,1,1,30A
08251125-25,20251120,20251120-25-25210,25 - Square One,,0,MDDS3114,413491,1,1,25
08251125-25,20251120,20251120-25-25081,25 - U of Waterloo,,1,MDDS3114,413496,1,1,25
08251125-48,20251120,20251120-48-48300,48 - Hwy. 407 Bus Term,,0,MDDS3112,413578,1,1,48
08251125-31,20251120,20251120-31-31081,31M - U of Guelph,,1,MDDS3112,413517,1,1,31M
08251125-94,20251120,20251120-94-94210,94 - Square One,,1,MDDS3111,414180,1,1,94
08251125-41,20251120,20251120-41-41002,41A - Pickering GO,,0,MDDS3111,413564,1,1,41A
08251125-27,20251120,20251120-27-27161,27B - Meadowvale GO,,1,MDDS3109,413501,1,1,27B
08251125-27,20251120,20251120-27-27080,27B - Finch Terminal,,0,MDDS3109,413499,1,1,27B
08251125-41,20251120,20251120-41-41363,41A - Square One,,1,MDDS3108,413561,1,1,41A
08251125-41,20251120,20251120-41-41250,41 - Pickering GO,,0,MDDS3108,413566,1,1,41
08251125-47,20251120,20251120-47-47021,47 - Hamilton GO,,1,MDDS3108,413575,1,1,47
08251125-41,20251120,20251120-41-41313,41A - Square One,,1,MDDS3107,413561,1,1,41A
08251125-41,20251120,20251120-41-41152,41A - Pickering GO,,0,MDDS3107,413564,1,1,41A
08251125-33,20251120,20251120-33-33080,33E - York Mills Term,,0,MDDS3107,413545,1,1,33E
08251125-27,20251120,20251120-27-27331,27B - Meadowvale GO,,1,MDDS3106,413501,1,1,27B
08251125-27,20251120,20251120-27-27240,27A - Finch Terminal,,0,MDDS3106,413500,1,1,27A
08251125-27,20251120,20251120-27-27101,27A - Milton GO,,1,MDDS3106,413502,1,1,27A
08251125-19,20251120,20251120-19-19040,19 - Finch Terminal,,0,MDDS3106,413469,1,1,19
08251125-16,20251120,20251120-16-16320,16 - Union Station,,0,MDDS3105,413446,1,1,16
08251125-40,20251120,20251120-40-40121,40 - Hamilton GO,,1,MDDS3105,413560,1,1,40
08251125-31,20251120,20251120-31-31040,31L - Union Station,,0,MDDS3105,413520,1,1,31L
08251125-21,20251120,20251120-21-21271,21 - Milton GO,,1,MDDS3104,413484,1,1,21
08251125-41,20251120,20251120-41-41094,41C - Centennial College,,0,MDDS3104,413565,1,1,41C
08251125-27,20251120,20251120-27-27131,27A - Milton GO,,1,MDDS3102,413502,1,1,27A
08251125-27,20251120,20251120-27-27060,27A - Finch Terminal,,0,MDDS3102,413500,1,1,27A
08251125-56,20251120,20251120-56-56230,56 - Oakville GO,,1,MDDS3101,413587,1,1,56
08251125-56,20251120,20251120-56-56041,56 - DC Oshawa GO,,0,MDDS3101,413596,1,1,56
08251125-48,20251120,20251120-48-48901,48 - U of Guelph,,1,MDDS2324,413579,1,1,48
08251125-47,20251120,20251120-47-47880,47 - Hwy. 407 Bus Term,,0,MDDS2324,413574,1,1,47
08251125-17,20251120,20251120-17-17700,17 - Hamilton GO,,1,MDDS2324,413448,1,1,17
08251125-21,20251120,20251120-21-21921,21 - Milton GO,,1,MDDS2323,413484,1,1,21
08251125-31,20251120,20251120-31-31880,31E - Union Station,,0,MDDS2323,413527,1,1,31E
08251125-30,20251120,20251120-30-30743,30A - U of Waterloo,,1,MDDS2323,413508,1,1,30A
08251125-30,20251120,20251120-30-30642,30A - Bramalea GO,,0,MDDS2323,413507,1,1,30A
08251125-21,20251120,20251120-21-21901,21 - Milton GO,,1,MDDS2322,413484,1,1,21
08251125-47,20251120,20251120-47-47850,47 - Hwy. 407 Bus Term,,0,MDDS2322,413574,1,1,47
08251125-17,20251120,20251120-17-17650,17 - Hamilton GO,,1,MDDS2322,413448,1,1,17
08251125-30,20251120,20251120-30-30791,30 - U of Waterloo,,1,MDDS2321,413512,1,1,30
08251125-30,20251120,20251120-30-30610,30 - Hwy. 407 Bus Term,,0,MDDS2321,413510,1,1,30
08251125-30,20251120,20251120-30-30851,30 - U of Waterloo,,1,MDDS2320,413512,1,1,30
08251125-36,20251120,20251120-36-36771,36B - Bramalea Term,,1,MDDS2320,413552,1,1,36B
08251125-36,20251120,20251120-36-36720,36B - York Mills Term,,0,MDDS2320,413551,1,1,36B
08251125-30,20251120,20251120-30-30602,30A - Bramalea GO,,0,MDDS2320,413507,1,1,30A
08251125-31,20251120,20251120-31-31923,31A - U of Guelph,,1,MDDS2319,413521,1,1,31A
08251125-16,20251120,20251120-16-16870,16 - Union Station,,0,MDDS2319,413446,1,1,16
08251125-16,20251120,20251120-16-16801,16 - Hamilton GO,,1,MDDS2319,413445,1,1,16
08251125-16,20251120,20251120-16-16780,16 - Union Station,,0,MDDS2319,413446,1,1,16
08251125-17,20251120,20251120-17-17590,17 - Hamilton GO,,1,MDDS2319,413448,1,1,17
08251125-25,20251120,20251120-25-25871,25 - U of Waterloo,,1,MDDS2318,413496,1,1,25
08251125-25,20251120,20251120-25-25800,25 - Square One,,0,MDDS2318,413491,1,1,25
08251125-25,20251120,20251120-25-25691,25 - U of Waterloo,,1,MDDS2318,413496,1,1,25
08251125-29,20251120,20251120-29-29680,29A - Square One,,0,MDDS2318,413503,1,1,29A
08251125-30,20251120,20251120-30-30881,30 - U of Waterloo,,1,MDDS2317,413512,1,1,30
08251125-30,20251120,20251120-30-30790,30 - Hwy. 407 Bus Term,,0,MDDS2317,413510,1,1,30
08251125-30,20251120,20251120-30-30711,30 - U of Waterloo,,1,MDDS2317,413512,1,1,30
08251125-30,20251120,20251120-30-30550,30 - Hwy. 407 Bus Term,,0,MDDS2317,413510,1,1,30
08251125-21,20251120,20251120-21-21805,21A - Milton GO,,1,MDDS2316,413480,1,1,21A
08251125-16,20251120,20251120-16-16740,16 - Union Station,,0,MDDS2316,413446,1,1,16
08251125-17,20251120,20251120-17-17520,17 - Hamilton GO,,1,MDDS2316,413448,1,1,17
08251125-17,20251120,20251120-17-17701,17 - U of Waterloo,,0,MDDS2315,413447,1,1,17
08251125-31,20251120,20251120-31-31570,31B - Bramalea GO,,0,MDDS2315,413526,1,1,31B
08251125-17,20251120,20251120-17-17781,17 - U of Waterloo,,0,MDDS2314,413447,1,1,17
08251125-19,20251114,20251114-19-19651,19 - Square One,,1,steep044,413470,1,1,19
08251125-36,20251114,20251114-36-36531,36B - Bramalea Term,,1,steep044,413552,1,1,36B
08251125-33,20251114,20251114-33-33831,33E - Georgetown GO,,1,steep043,413543,1,1,33E
08251125-19,20251114,20251114-19-19710,19 - Finch Terminal,,0,steep043,413469,1,1,19
08251125-19,20251114,20251114-19-19641,19 - Square One,,1,steep043,413470,1,1,19
08251125-32,20251114,20251114-32-32411,32 - Trinity Common,,1,steep043,413533,1,1,32
08251125-92,20251114,20251114-92-92760,92 - Yorkdale Term,,1,steep042,414177,1,1,92
08251125-41,20251114,20251114-41-41605,41C - Square One,,1,MDDS1145,413562,1,1,41C
08251125-41,20251114,20251114-41-41472,41B - Centennial College,,0,MDDS1145,413563,1,1,41B
08251125-40,20251114,20251114-40-40831,40 - Hamilton GO,,1,MDDS1144,413560,1,1,40
08251125-40,20251114,20251114-40-40750,40 - Richmond Hill Ctr,,0,MDDS1144,413559,1,1,40
08251125-70,20251114,20251114-70-70460,70D - Mount Joy GO,,1,eggoG010,413619,1,1,70D
08251125-70,20251114,20251114-70-70411,70D - Uxbridge,,0,eggoG010,413621,1,1,70D
08251125-68,20251114,20251114-68-68291,68 - Barrie Terminal,,0,eggoG008,413613,1,1,68
08251125-15,20251119,20251119-15-15371,15 - Brantford Term,,1,MDDS1142,413439,1,1,15
08251125-33,20251119,20251119-33-33791,33 - U of Guelph,,1,MDDS1141,413540,1,1,33
08251125-41,20251119,20251119-41-41582,41B - Centennial College,,0,MDDS1141,413563,1,1,41B
08251125-47,20251119,20251119-47-47464,47G - Erin Mills,,0,MDDS1141,413571,1,1,47G
08251125-40,20251119,20251119-40-40591,40 - Hamilton GO,,1,MDDS1139,413560,1,1,40
08251125-40,20251119,20251119-40-40460,40 - Richmond Hill Ctr,,0,MDDS1139,413559,1,1,40
08251125-41,20251119,20251119-41-41691,41 - Hamilton GO,,1,MDDS1138,413567,1,1,41
08251125-41,20251119,20251119-41-41480,41 - Pickering GO,,0,MDDS1138,413566,1,1,41
08251125-41,20251119,20251119-41-41671,41 - Hamilton GO,,1,MDDS1137,413567,1,1,41
08251125-41,20251119,20251119-41-41460,41 - Pickering GO,,0,MDDS1137,413566,1,1,41
08251125-15,20251119,20251119-15-15840,15 - Aldershot GO,,0,MDDS1136,413440,1,1,15
08251125-15,20251119,20251119-15-15641,15 - Brantford Term,,1,MDDS1136,413439,1,1,15
08251125-11,20251119,20251119-11-11730,11 - Aldershot GO,,0,MDDS1136,413431,1,1,11
08251125-11,20251119,20251119-11-11281,11 - Brock University,,1,MDDS1136,413430,1,1,11
08251125-40,20251119,20251119-40-40561,40 - Hamilton GO,,1,MDDS1135,413560,1,1,40
08251125-40,20251119,20251119-40-40420,40 - Richmond Hill Ctr,,0,MDDS1135,413559,1,1,40
08251125-41,20251119,20251119-41-41641,41 - Hamilton GO,,1,MDDS1134,413567,1,1,41
08251125-41,20251119,20251119-41-41430,41 - Pickering GO,,0,MDDS1134,413566,1,1,41
08251125-41,20251119,20251119-41-41601,41 - Hamilton GO,,1,MDDS1133,413567,1,1,41
08251125-41,20251119,20251119-41-41410,41 - Pickering GO,,0,MDDS1133,413566,1,1,41
08251125-41,20251119,20251119-41-41551,41 - Hamilton GO,,1,MDDS1132,413567,1,1,41
08251125-41,20251119,20251119-41-41390,41 - Pickering GO,,0,MDDS1132,413566,1,1,41
08251125-40,20251119,20251119-40-40751,40 - Hamilton GO,,1,MDDS1131,413560,1,1,40
08251125-40,20251119,20251119-40-40650,40 - Richmond Hill Ctr,,0,MDDS1131,413559,1,1,40
08251125-40,20251119,20251119-40-40461,40 - Hamilton GO,,1,MDDS1131,413560,1,1,40
08251125-40,20251119,20251119-40-40370,40 - Richmond Hill Ctr,,0,MDDS1131,413559,1,1,40
08251125-18,20251119,20251119-18-18721,18 - Hamilton GO,,1,MDDS1130,413460,1,1,18
08251125-12,20251119,20251119-12-12702,12B - Burlington GO,,0,MDDS1130,413436,1,1,12B
08251125-12,20251119,20251119-12-12533,12B - Niagara Falls,,1,MDDS1130,413435,1,1,12B
08251125-12,20251119,20251119-12-12472,12B - Burlington GO,,0,MDDS1130,413436,1,1,12B
08251125-12,20251119,20251119-12-12363,12B - Niagara Falls,,1,MDDS1130,413435,1,1,12B
08251125-94,20251119,20251119-94-94450,94 - Square One,,1,MDDS1129,414180,1,1,94
08251125-41,20251119,20251119-41-41324,41C - Centennial College,,0,MDDS1129,413565,1,1,41C
08251125-41,20251119,20251119-41-41343,41A - Square One,,1,MDDS1128,413561,1,1,41A
08251125-41,20251119,20251119-41-41210,41 - Pickering GO,,0,MDDS1128,413566,1,1,41
08251125-15,20251119,20251119-15-15370,15 - Aldershot GO,,0,MDDS1127,413440,1,1,15
08251125-41,20251119,20251119-41-41751,41 - Hamilton GO,,1,MDDS1126,413567,1,1,41
08251125-41,20251119,20251119-41-41560,41 - Pickering GO,,0,MDDS1126,413566,1,1,41
08251125-41,20251119,20251119-41-41341,41 - Hamilton GO,,1,MDDS1126,413567,1,1,41
08251125-41,20251119,20251119-41-41190,41 - Pickering GO,,0,MDDS1126,413566,1,1,41
08251125-40,20251119,20251119-40-40271,40 - Hamilton GO,,1,MDDS1124,413560,1,1,40
08251125-40,20251119,20251119-40-40160,40 - Richmond Hill Ctr,,0,MDDS1124,413559,1,1,40
08251125-56,20251119,20251119-56-56350,56 - Oakville GO,,1,MDDS1123,413587,1,1,56
08251125-56,20251119,20251119-56-56171,56 - DC Oshawa GO,,0,MDDS1123,413596,1,1,56
08251125-17,20251119,20251119-17-17350,17 - Hamilton GO,,1,MDDS1122,413448,1,1,17
08251125-17,20251119,20251119-17-17131,17 - U of Waterloo,,0,MDDS1122,413447,1,1,17
08251125-41,20251119,20251119-41-41321,41 - Hamilton GO,,1,MDDS1121,413567,1,1,41
08251125-41,20251119,20251119-41-41160,41 - Pickering GO,,0,MDDS1121,413566,1,1,41
08251125-47,20251119,20251119-47-47203,47D - McMaster U,,1,MDDS1120,413572,1,1,47D
08251125-40,20251119,20251119-40-40150,40 - Richmond Hill Ctr,,0,MDDS1120,413559,1,1,40
08251125-47,20251119,20251119-47-47183,47D - McMaster U,,1,MDDS1119,413572,1,1,47D
08251125-40,20251119,20251119-40-40100,40 - Richmond Hill Ctr,,0,MDDS1119,413559,1,1,40
08251125-40,20251119,20251119-40-40381,40 - Hamilton GO,,1,MDDS1117,413560,1,1,40
08251125-40,20251119,20251119-40-40290,40 - Richmond Hill Ctr,,0,MDDS1117,413559,1,1,40
08251125-18,20251119,20251119-18-18121,18 - Hamilton GO,,1,MDDS1117,413460,1,1,18
08251125-47,20251119,20251119-47-47025,47G - McMaster U,,1,MDDS1117,413570,1,1,47G
08251125-47,20251119,20251119-47-47163,47D - McMaster U,,1,MDDS1116,413572,1,1,47D
08251125-48,20251119,20251119-48-48220,48 - Hwy. 407 Bus Term,,0,MDDS1116,413578,1,1,48
08251125-47,20251119,20251119-47-47153,47D - McMaster U,,1,MDDS1115,413572,1,1,47D
08251125-32,20251119,20251119-32-32132,32B - Finch Terminal,,0,MDDS1115,413536,1,1,32B
08251125-41,20251119,20251119-41-41301,41 - Hamilton GO,,1,MDDS1114,413567,1,1,41
08251125-41,20251119,20251119-41-41090,41 - Pickering GO,,0,MDDS1114,413566,1,1,41
08251125-40,20251119,20251119-40-40411,40 - Hamilton GO,,1,MDDS1113,413560,1,1,40
08251125-40,20251119,20251119-40-40300,40 - Richmond Hill Ctr,,0,MDDS1113,413559,1,1,40
08251125-40,20251119,20251119-40-40201,40 - Hamilton GO,,1,MDDS1113,413560,1,1,40
08251125-40,20251119,20251119-40-40090,40 - Richmond Hill Ctr,,0,MDDS1113,413559,1,1,40
08251125-15,20251119,20251119-15-15570,15 - Aldershot GO,,0,MDDS1112,413440,1,1,15
08251125-15,20251119,20251119-15-15201,15 - Brantford Term,,1,MDDS1112,413439,1,1,15
08251125-15,20251119,20251119-15-15420,15 - Aldershot GO,,0,MDDS1112,413440,1,1,15
08251125-15,20251119,20251119-15-15091,15 - Brantford Term,,1,MDDS1112,413439,1,1,15
08251125-15,20251119,20251119-15-15220,15 - Aldershot GO,,0,MDDS1112,413440,1,1,15
08251125-40,20251119,20251119-40-40181,40 - Hamilton GO,,1,MDDS1111,413560,1,1,40
08251125-40,20251119,20251119-40-40060,40 - Richmond Hill Ctr,,0,MDDS1111,413559,1,1,40
08251125-41,20251119,20251119-41-41261,41 - Hamilton GO,,1,MDDS1110,413567,1,1,41
08251125-41,20251119,20251119-41-41050,41 - Pickering GO,,0,MDDS1110,413566,1,1,41
08251125-16,20251119,20251119-16-16341,16 - Hamilton GO,,1,MDDS1109,413445,1,1,16
08251125-21,20251119,20251119-21-21274,21A - Union Station,,0,MDDS1109,413472,1,1,21A
08251125-21,20251119,20251119-21-21111,21 - Milton GO,,1,MDDS1109,413484,1,1,21
08251125-16,20251119,20251119-16-16090,16 - Union Station,,0,MDDS1109,413446,1,1,16
08251125-40,20251119,20251119-40-40151,40 - Hamilton GO,,1,MDDS1108,413560,1,1,40
08251125-40,20251119,20251119-40-40040,40 - Richmond Hill Ctr,,0,MDDS1108,413559,1,1,40
08251125-41,20251119,20251119-41-41241,41 - Hamilton GO,,1,MDDS1107,413567,1,1,41
08251125-41,20251119,20251119-41-41010,41 - Pickering GO,,0,MDDS1107,413566,1,1,41
08251125-47,20251119,20251119-47-47043,47D - McMaster U,,1,MDDS1106,413572,1,1,47D
08251125-18,20251119,20251119-18-18022,18H - Union Station,,0,MDDS1106,413449,1,1,18H
08251125-41,20251119,20251119-41-41211,41 - Hamilton GO,,1,MDDS1105,413567,1,1,41
08251125-41,20251119,20251119-41-41000,41 - Pickering GO,,0,MDDS1105,413566,1,1,41
08251125-47,20251119,20251119-47-47083,47D - McMaster U,,1,MDDS1104,413572,1,1,47D
08251125-48,20251119,20251119-48-48100,48 - Hwy. 407 Bus Term,,0,MDDS1104,413578,1,1,48
08251125-18,20251119,20251119-18-18340,18 - Aldershot GO,,0,MDDS1103,413458,1,1,18
08251125-40,20251119,20251119-40-40091,40 - Hamilton GO,,1,MDDS1103,413560,1,1,40
08251125-40,20251119,20251119-40-40020,40 - Richmond Hill Ctr,,0,MDDS1103,413559,1,1,40
08251125-40,20251119,20251119-40-40311,40 - Hamilton GO,,1,MDDS1102,413560,1,1,40
08251125-40,20251119,20251119-40-40210,40 - Richmond Hill Ctr,,0,MDDS1102,413559,1,1,40
08251125-16,20251119,20251119-16-16101,16 - Hamilton GO,,1,MDDS1102,413445,1,1,16
08251125-21,20251119,20251119-21-21010,21 - Union Station,,0,MDDS1102,413476,1,1,21
08251125-47,20251119,20251119-47-47145,47G - McMaster U,,1,MDDS1101,413570,1,1,47G
08251125-47,20251119,20251119-47-47162,47A - Square One,,0,MDDS1101,413576,1,1,47A
08251125-40,20251119,20251119-40-40041,40 - Hamilton GO,,1,MDDS1101,413560,1,1,40
08251125-40,20251119,20251119-40-40010,40 - Richmond Hill Ctr,,0,MDDS1101,413559,1,1,40
08251125-18,20251119,20251119-18-18931,18F - Hamilton GO,,1,hamlt017,413463,1,1,18F
08251125-18,20251119,20251119-18-18880,18E - Union Station,,0,hamlt017,413457,1,1,18E
08251125-40,20251119,20251119-40-40951,40 - Hamilton GO,,1,hamlt016,413560,1,1,40
08251125-40,20251119,20251119-40-40860,40 - Richmond Hill Ctr,,0,hamlt016,413559,1,1,40
08251125-11,20251119,20251119-11-11880,11 - Aldershot GO,,0,hamlt016,413431,1,1,11
08251125-11,20251119,20251119-11-11571,11 - Brock University,,1,hamlt016,413430,1,1,11
08251125-18,20251119,20251119-18-18941,18 - Hamilton GO,,1,hamlt015,413460,1,1,18
08251125-41,20251119,20251119-41-41811,41 - Hamilton GO,,1,hamlt015,413567,1,1,41
08251125-41,20251119,20251119-41-41650,41 - Pickering GO,,0,hamlt015,413566,1,1,41
08251125-15,20251119,20251119-15-15900,15 - Aldershot GO,,0,hamlt014,413440,1,1,15
08251125-15,20251119,20251119-15-15781,15 - Brantford Term,,1,hamlt014,413439,1,1,15
08251125-11,20251119,20251119-11-11830,11 - Aldershot GO,,0,hamlt014,413431,1,1,11
08251125-11,20251119,20251119-11-11451,11 - Brock University,,1,hamlt014,413430,1,1,11
08251125-17,20251119,20251119-17-17740,17 - Hamilton GO,,1,hamlt013,413448,1,1,17
08251125-30,20251119,20251119-30-30611,30 - U of Waterloo,,1,hamlt013,413512,1,1,30
08251125-47,20251119,20251119-47-47486,47D - Hwy. 407 Bus Term,,0,hamlt013,413573,1,1,47D
08251125-47,20251119,20251119-47-47804,47G - Erin Mills,,0,hamlt012,413571,1,1,47G
08251125-47,20251119,20251119-47-47664,47G - Erin Mills,,0,hamlt012,413571,1,1,47G
08251125-47,20251119,20251119-47-47534,47G - Erin Mills,,0,hamlt012,413571,1,1,47G
08251125-18,20251119,20251119-18-18610,18 - Aldershot GO,,0,hamlt012,413458,1,1,18
08251125-47,20251119,20251119-47-47740,47 - Hwy. 407 Bus Term,,0,hamlt011,413574,1,1,47
08251125-15,20251119,20251119-15-15772,15B - Aldershot GO,,0,hamlt011,413442,1,1,15B
08251125-15,20251119,20251119-15-15303,15B - SNGR/MCFN,,1,hamlt011,413443,1,1,15B
08251125-18,20251119,20251119-18-18841,18 - Hamilton GO,,1,hamlt010,413460,1,1,18
08251125-21,20251119,20251119-21-21713,21B - Lisgar GO,,1,hamlt010,413483,1,1,21B
08251125-21,20251119,20251119-21-21620,21 - Union Station,,0,hamlt010,413476,1,1,21
08251125-22,20251119,20251119-22-22511,22 - Milton GO,,0,hamlt010,413489,1,1,22
08251125-47,20251119,20251119-47-47414,47G - Erin Mills,,0,hamlt010,413571,1,1,47G
08251125-33,20251119,20251119-33-33721,33 - U of Guelph,,1,hamlt009,413540,1,1,33
08251125-40,20251119,20251119-40-40540,40 - Richmond Hill Ctr,,0,hamlt009,413559,1,1,40
08251125-16,20251119,20251119-16-16421,16 - Hamilton GO,,1,hamlt009,413445,1,1,16
08251125-47,20251119,20251119-47-47686,47D - Hwy. 407 Bus Term,,0,hamlt008,413573,1,1,47D
08251125-15,20251119,20251119-15-15453,15B - SNGR/MCFN,,1,hamlt008,413443,1,1,15B
08251125-15,20251119,20251119-15-15600,15 - Aldershot GO,,0,hamlt008,413440,1,1,15
08251125-15,20251119,20251119-15-15261,15 - Brantford Term,,1,hamlt008,413439,1,1,15
08251125-15,20251119,20251119-15-15462,15B - Aldershot GO,,0,hamlt007,413442,1,1,15B
08251125-15,20251119,20251119-15-15043,15B - SNGR/MCFN,,1,hamlt007,413443,1,1,15B
08251125-15,20251119,20251119-15-15292,15B - Aldershot GO,,0,hamlt005,413442,1,1,15B
08251125-47,20251119,20251119-47-47045,47G - McMaster U,,1,hamlt004,413570,1,1,47G
08251125-15,20251119,20251119-15-15160,15 - Aldershot GO,,0,hamlt004,413440,1,1,15
08251125-15,20251119,20251119-15-15115,15A - McMaster U,,1,hamlt003,413444,1,1,15A
08251125-18,20251119,20251119-18-18051,18C - Hamilton GO,,1,hamlt003,413459,1,1,18C
08251125-17,20251119,20251119-17-17230,17 - Hamilton GO,,1,hamlt002,413448,1,1,17
08251125-25,20251119,20251119-25-25111,25 - U of Waterloo,,1,hamlt002,413496,1,1,25
08251125-12,20251119,20251119-12-12050,12A - Burlington Carpool,,0,hamlt002,413434,1,1,12A
08251125-31,20251119,20251119-31-31101,31 - U of Guelph,,1,hamlt001,413519,1,1,31
08251125-18,20251119,20251119-18-18020,18G - Union Station,,0,hamlt001,413462,1,1,18G
08251125-65,20251119,20251119-65-65941,65E - East Gwillimbury GO,,0,eggoG018,413602,1,1,65E
08251125-65,20251119,20251119-65-65910,65E - Union Station,,1,eggoG018,413606,1,1,65E
08251125-68,20251119,20251119-68-68721,68 - Barrie Terminal,,0,eggoG018,413613,1,1,68
08251125-68,20251119,20251119-68-68840,68 - Aurora GO,,1,eggoG018,413615,1,1,68
08251125-61,20251119,20251119-61-61961,61 - Bloomington GO,,0,eggoG017,413599,1,1,61
08251125-61,20251119,20251119-61-61901,61 - Bloomington GO,,0,eggoG017,413599,1,1,61
08251125-61,20251119,20251119-61-61771,61 - Bloomington GO,,0,eggoG017,413599,1,1,61
08251125-65,20251119,20251119-65-65710,65 - Union Station,,1,eggoG017,413603,1,1,65
08251125-70,20251119,20251119-70-70861,70D - Uxbridge,,0,eggoG016,413621,1,1,70D
08251125-68,20251119,20251119-68-68711,68E - East Gwillimbury GO,,0,eggoG016,413611,1,1,68E
08251125-68,20251119,20251119-68-68830,68 - Aurora GO,,1,eggoG016,413615,1,1,68
08251125-68,20251119,20251119-68-68461,68B - Barrie Terminal,,0,eggoG016,413612,1,1,68B
08251125-65,20251119,20251119-65-65881,65E - East Gwillimbury GO,,0,eggoG015,413602,1,1,65E
08251125-61,20251119,20251119-61-61811,61 - Bloomington GO,,0,eggoG015,413599,1,1,61
08251125-41,20251119,20251119-41-41537,41F - Square One,,1,eggoG015,413568,1,1,41F
08251125-67,20251119,20251119-67-67701,67 - Woodbine/404,,0,eggoG014,413610,1,1,67
08251125-96,20251119,20251119-96-96620,96B - Finch Terminal,,1,eggoG014,414181,1,1,96B
08251125-92,20251119,20251119-92-92471,92 - DC Oshawa GO,,0,eggoG014,414175,1,1,92
08251125-66,20251119,20251119-66-66591,66 - East Gwillimbury GO,,0,eggoG013,413607,1,1,66
08251125-66,20251119,20251119-66-66680,66 - Hwy. 407 Bus Term,,1,eggoG013,413608,1,1,66
08251125-68,20251119,20251119-68-68680,68B - East Gwillimbury GO,,1,eggoG013,413614,1,1,68B
08251125-70,20251119,20251119-70-70741,70D - Uxbridge,,0,eggoG012,413621,1,1,70D
