route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
08251125-41,20251118,20251118-41-41495,41C - Square One,,1,MDDS3156,413562,1,1,41C
08251125-41,20251118,20251118-41-41394,41C - Centennial College,,0,MDDS3156,413565,1,1,41C
08251125-41,20251118,20251118-41-41473,41A - Square One,,1,MDDS3153,413561,1,1,41A
08251125-41,20251118,20251118-41-41374,41C - Centennial College,,0,MDDS3153,413565,1,1,41C
08251125-27,20251118,20251118-27-27701,27B - Meadowvale GO,,1,MDDS3151,413501,1,1,27B
08251125-27,20251118,20251118-27-27630,27A - Finch Terminal,,0,MDDS3151,413500,1,1,27A
08251125-27,20251118,20251118-27-27451,27A - Milton GO,,1,MDDS3151,413502,1,1,27A
08251125-27,20251118,20251118-27-27400,27B - Finch Terminal,,0,MDDS3151,413499,1,1,27B
08251125-56,20251118,20251118-56-56630,56 - Oakville GO,,1,MDDS3150,413587,1,1,56
08251125-56,20251118,20251118-56-56411,56 - DC Oshawa GO,,0,MDDS3150,413596,1,1,56
08251125-19,20251118,20251118-19-19731,19 - Square One,,1,MDDS3148,413470,1,1,19
08251125-19,20251118,20251118-19-19670,19 - Finch Terminal,,0,MDDS3148,413469,1,1,19
08251125-25,20251118,20251118-25-25510,25 - Square One,,0,MDDS3148,413491,1,1,25
08251125-25,20251118,20251118-25-25391,25 - U of Waterloo,,1,MDDS3148,413496,1,1,25
08251125-27,20251118,20251118-27-27651,27A - Milton GO,,1,MDDS3146,413502,1,1,27A
08251125-27,20251118,20251118-27-27560,27A - Finch Terminal,,0,MDDS3146,413500,1,1,27A
08251125-21,20251118,20251118-21-21425,21A - Milton GO,,1,MDDS3146,413480,1,1,21A
08251125-21,20251118,20251118-21-21370,21C - Union Station,,0,MDDS3146,413475,1,1,21C
08251125-47,20251118,20251118-47-47634,47G - Erin Mills,,0,MDDS3145,413571,1,1,47G
08251125-40,20251118,20251118-40-40501,40 - Hamilton GO,,1,MDDS3145,413560,1,1,40
08251125-21,20251118,20251118-21-21372,21E - Union Station,,0,MDDS3145,413477,1,1,21E
08251125-30,20251118,20251118-30-30650,30 - Hwy. 407 Bus Term,,0,MDDS3138,413510,1,1,30
08251125-17,20251118,20251118-17-17481,17 - U of Waterloo,,0,MDDS3138,413447,1,1,17
08251125-16,20251118,20251118-16-16381,16 - Hamilton GO,,1,MDDS3138,413445,1,1,16
08251125-21,20251118,20251118-21-21314,21A - Union Station,,0,MDDS3138,413472,1,1,21A
08251125-36,20251118,20251118-36-36731,36B - Bramalea Term,,1,MDDS3136,413552,1,1,36B
08251125-40,20251118,20251118-40-40620,40 - Richmond Hill Ctr,,0,MDDS3136,413559,1,1,40
08251125-41,20251118,20251118-41-41391,41 - Hamilton GO,,1,MDDS3136,413567,1,1,41
08251125-41,20251118,20251118-41-41254,41C - Centennial College,,0,MDDS3136,413565,1,1,41C
08251125-27,20251118,20251118-27-27581,27A - Milton GO,,1,MDDS3135,413502,1,1,27A
08251125-27,20251118,20251118-27-27510,27A - Finch Terminal,,0,MDDS3135,413500,1,1,27A
08251125-21,20251118,20251118-21-21351,21 - Milton GO,,1,MDDS3135,413484,1,1,21
08251125-21,20251118,20251118-21-21294,21A - Union Station,,0,MDDS3135,413472,1,1,21A
08251125-41,20251118,20251118-41-41513,41A - Square One,,1,MDDS3133,413561,1,1,41A
08251125-41,20251118,20251118-41-41370,41 - Pickering GO,,0,MDDS3133,413566,1,1,41
08251125-47,20251118,20251118-47-47185,47G - McMaster U,,1,MDDS3133,413570,1,1,47G
08251125-41,20251118,20251118-41-41525,41C - Square One,,1,MDDS3132,413562,1,1,41C
08251125-41,20251118,20251118-41-41422,41B - Centennial College,,0,MDDS3132,413563,1,1,41B
08251125-47,20251118,20251118-47-47255,47G - McMaster U,,1,MDDS3132,413570,1,1,47G
08251125-21,20251118,20251118-21-21242,21B - Union Station,,0,MDDS3132,413474,1,1,21B
08251125-25,20251118,20251118-25-25592,25A - Square One,,0,MDDS3131,413495,1,1,25A
08251125-17,20251118,20251118-17-17441,17 - U of Waterloo,,0,MDDS3131,413447,1,1,17
08251125-40,20251118,20251118-40-40341,40 - Hamilton GO,,1,MDDS3131,413560,1,1,40
08251125-41,20251118,20251118-41-41194,41C - Centennial College,,0,MDDS3131,413565,1,1,41C
08251125-25,20251118,20251118-25-25570,25 - Square One,,0,MDDS3130,413491,1,1,25
08251125-25,20251118,20251118-25-25431,25 - U of Waterloo,,1,MDDS3130,413496,1,1,25
08251125-47,20251118,20251118-47-47205,47G - McMaster U,,1,MDDS3130,413570,1,1,47G
08251125-47,20251118,20251118-47-47115,47G - McMaster U,,1,MDDS3130,413570,1,1,47G
08251125-47,20251118,20251118-47-47624,47G - Erin Mills,,0,MDDS3129,413571,1,1,47G
08251125-12,20251118,20251118-12-12592,12B - Burlington GO,,0,MDDS3129,413436,1,1,12B
08251125-12,20251118,20251118-12-12443,12B - Niagara Falls,,1,MDDS3129,413435,1,1,12B
08251125-12,20251118,20251118-12-12402,12B - Burlington GO,,0,MDDS3129,413436,1,1,12B
08251125-12,20251118,20251118-12-12283,12B - Niagara Falls,,1,MDDS3129,413435,1,1,12B
08251125-47,20251118,20251118-47-47105,47G - McMaster U,,1,MDDS3129,413570,1,1,47G
08251125-41,20251118,20251118-41-41463,41A - Square One,,1,MDDS3128,413561,1,1,41A
08251125-41,20251118,20251118-41-41354,41C - Centennial College,,0,MDDS3128,413565,1,1,41C
08251125-25,20251118,20251118-25-25300,25 - Square One,,0,MDDS3128,413491,1,1,25
08251125-25,20251118,20251118-25-25203,25A - U of Waterloo,,1,MDDS3128,413498,1,1,25A
08251125-19,20251118,20251118-19-19571,19 - Square One,,1,MDDS3127,413470,1,1,19
08251125-19,20251118,20251118-19-19460,19 - Finch Terminal,,0,MDDS3127,413469,1,1,19
08251125-25,20251118,20251118-25-25380,25 - Square One,,0,MDDS3127,413491,1,1,25
08251125-25,20251118,20251118-25-25303,25A - U of Waterloo,,1,MDDS3127,413498,1,1,25A
08251125-47,20251118,20251118-47-47095,47G - McMaster U,,1,MDDS3127,413570,1,1,47G
08251125-47,20251118,20251118-47-47594,47G - Erin Mills,,0,MDDS3126,413571,1,1,47G
08251125-17,20251118,20251118-17-17430,17 - Hamilton GO,,1,MDDS3126,413448,1,1,17
08251125-17,20251118,20251118-17-17241,17 - U of Waterloo,,0,MDDS3126,413447,1,1,17
08251125-47,20251118,20251118-47-47085,47G - McMaster U,,1,MDDS3126,413570,1,1,47G
08251125-47,20251118,20251118-47-47564,47G - Erin Mills,,0,MDDS3125,413571,1,1,47G
08251125-15,20251118,20251118-15-15650,15 - Aldershot GO,,0,MDDS3125,413440,1,1,15
08251125-41,20251118,20251118-41-41281,41 - Hamilton GO,,1,MDDS3125,413567,1,1,41
08251125-41,20251118,20251118-41-41122,41A - Pickering GO,,0,MDDS3125,413564,1,1,41A
08251125-25,20251118,20251118-25-25532,25C - Square One,,0,MDDS3124,413492,1,1,25C
08251125-17,20251118,20251118-17-17401,17 - U of Waterloo,,0,MDDS3124,413447,1,1,17
08251125-17,20251118,20251118-17-17270,17 - Hamilton GO,,1,MDDS3124,413448,1,1,17
08251125-25,20251118,20251118-25-25171,25 - U of Waterloo,,1,MDDS3124,413496,1,1,25
08251125-56,20251118,20251118-56-56512,56A - Square One,,1,MDDS3123,413586,1,1,56A
08251125-56,20251118,20251118-56-56351,56 - DC Oshawa GO,,0,MDDS3123,413596,1,1,56
08251125-47,20251118,20251118-47-47165,47G - McMaster U,,1,MDDS3123,413570,1,1,47G
08251125-47,20251118,20251118-47-47065,47G - McMaster U,,1,MDDS3123,413570,1,1,47G
08251125-47,20251118,20251118-47-47574,47G - Erin Mills,,0,MDDS3122,413571,1,1,47G
08251125-41,20251118,20251118-41-41371,41 - Hamilton GO,,1,MDDS3122,413567,1,1,41
08251125-94,20251118,20251118-94-94251,94 - Pickering GO,,0,MDDS3122,414179,1,1,94
08251125-47,20251118,20251118-47-47055,47G - McMaster U,,1,MDDS3122,413570,1,1,47G
08251125-21,20251118,20251118-21-21290,21C - Union Station,,0,MDDS3121,413475,1,1,21C
08251125-41,20251118,20251118-41-41068,41F - U of T Scarborough,,0,MDDS3121,413569,1,1,41F
08251125-41,20251118,20251118-41-41323,41A - Square One,,1,MDDS3120,413561,1,1,41A
08251125-41,20251118,20251118-41-41202,41A - Pickering GO,,0,MDDS3120,413564,1,1,41A
08251125-32,20251118,20251118-32-32160,32 - Finch Terminal,,0,MDDS3120,413535,1,1,32
08251125-27,20251118,20251118-27-27291,27B - Meadowvale GO,,1,MDDS3119,413501,1,1,27B
08251125-32,20251118,20251118-32-32260,32 - Finch Terminal,,0,MDDS3119,413535,1,1,32
08251125-32,20251118,20251118-32-32150,32 - Finch Terminal,,0,MDDS3119,413535,1,1,32
08251125-27,20251118,20251118-27-27201,27A - Milton GO,,1,MDDS3117,413502,1,1,27A
08251125-32,20251118,20251118-32-32140,32 - Finch Terminal,,0,MDDS3117,413535,1,1,32
08251125-41,20251118,20251118-41-41703,41A - Square One,,1,MDDS3116,413561,1,1,41A
08251125-56,20251118,20251118-56-56471,56 - DC Oshawa GO,,0,MDDS3116,413596,1,1,56
08251125-56,20251118,20251118-56-56310,56 - Oakville GO,,1,MDDS3116,413587,1,1,56
08251125-56,20251118,20251118-56-56111,56 - DC Oshawa GO,,0,MDDS3116,413596,1,1,56
08251125-47,20251118,20251118-47-47374,47G - Erin Mills,,0,MDDS3115,413571,1,1,47G
08251125-47,20251118,20251118-47-47253,47D - McMaster U,,1,MDDS3115,413572,1,1,47D
08251125-30,20251118,20251118-30-30190,30 - Hwy. 407 Bus Term,,0,MDDS3115,413510,1,1,30
08251125-30,20251118,20251118-30-30093,30A - U of Waterloo,,1,MDDS3115,413508,1,1,30A
08251125-25,20251118,20251118-25-25210,25 - Square One,,0,MDDS3114,413491,1,1,25
08251125-25,20251118,20251118-25-25081,25 - U of Waterloo,,1,MDDS3114,413496,1,1,25
08251125-48,20251118,20251118-48-48300,48 - Hwy. 407 Bus Term,,0,MDDS3112,413578,1,1,48
08251125-31,20251118,20251118-31-31081,31M - U of Guelph,,1,MDDS3112,413517,1,1,31M
08251125-94,20251118,20251118-94-94210,94 - Square One,,1,MDDS3111,414180,1,1,94
08251125-41,20251118,20251118-41-41002,41A - Pickering GO,,0,MDDS3111,413564,1,1,41A
08251125-27,20251118,20251118-27-27161,27B - Meadowvale GO,,1,MDDS3109,413501,1,1,27B
08251125-27,20251118,20251118-27-27080,27B - Finch Terminal,,0,MDDS3109,413499,1,1,27B
08251125-41,20251118,20251118-41-41363,41A - Square One,,1,MDDS3108,413561,1,1,41A
08251125-41,20251118,20251118-41-41250,41 - Pickering GO,,0,MDDS3108,413566,1,1,41
08251125-47,20251118,20251118-47-47021,47 - Hamilton GO,,1,MDDS3108,413575,1,1,47
08251125-41,20251118,20251118-41-41313,41A - Square One,,1,MDDS3107,413561,1,1,41A
08251125-41,20251118,20251118-41-41152,41A - Pickering GO,,0,MDDS3107,413564,1,1,41A
08251125-33,20251118,20251118-33-33080,33E - York Mills Term,,0,MDDS3107,413545,1,1,33E
08251125-27,20251118,20251118-27-27331,27B - Meadowvale GO,,1,MDDS3106,413501,1,1,27B
08251125-27,20251118,20251118-27-27240,27A - Finch Terminal,,0,MDDS3106,413500,1,1,27A
08251125-27,20251118,20251118-27-27101,27A - Milton GO,,1,MDDS3106,413502,1,1,27A
08251125-19,20251118,20251118-19-19040,19 - Finch Terminal,,0,MDDS3106,413469,1,1,19
08251125-16,20251118,20251118-16-16320,16 - Union Station,,0,MDDS3105,413446,1,1,16
08251125-40,20251118,20251118-40-40121,40 - Hamilton GO,,1,MDDS3105,413560,1,1,40
08251125-31,20251118,20251118-31-31040,31L - Union Station,,0,MDDS3105,413520,1,1,31L
08251125-21,20251118,20251118-21-21271,21 - Milton GO,,1,MDDS3104,413484,1,1,21
08251125-41,20251118,20251118-41-41094,41C - Centennial College,,0,MDDS3104,413565,1,1,41C
08251125-27,20251118,20251118-27-27131,27A - Milton GO,,1,MDDS3102,413502,1,1,27A
08251125-27,20251118,20251118-27-27060,27A - Finch Terminal,,0,MDDS3102,413500,1,1,27A
08251125-56,20251118,20251118-56-56230,56 - Oakville GO,,1,MDDS3101,413587,1,1,56
08251125-56,20251118,20251118-56-56041,56 - DC Oshawa GO,,0,MDDS3101,413596,1,1,56
08251125-48,20251118,20251118-48-48901,48 - U of Guelph,,1,MDDS2324,413579,1,1,48
08251125-47,20251118,20251118-47-47880,47 - Hwy. 407 Bus Term,,0,MDDS2324,413574,1,1,47
08251125-17,20251118,20251118-17-17700,17 - Hamilton GO,,1,MDDS2324,413448,1,1,17
08251125-21,20251118,20251118-21-21921,21 - Milton GO,,1,MDDS2323,413484,1,1,21
08251125-31,20251118,20251118-31-31880,31E - Union Station,,0,MDDS2323,413527,1,1,31E
08251125-30,20251118,20251118-30-30743,30A - U of Waterloo,,1,MDDS2323,413508,1,1,30A
08251125-30,20251118,20251118-30-30642,30A - Bramalea GO,,0,MDDS2323,413507,1,1,30A
08251125-21,20251118,20251118-21-21901,21 - Milton GO,,1,MDDS2322,413484,1,1,21
08251125-47,20251118,20251118-47-47850,47 - Hwy. 407 Bus Term,,0,MDDS2322,413574,1,1,47
08251125-17,20251118,20251118-17-17650,17 - Hamilton GO,,1,MDDS2322,413448,1,1,17
08251125-30,20251118,20251118-30-30791,30 - U of Waterloo,,1,MDDS2321,413512,1,1,30
08251125-30,20251118,20251118-30-30610,30 - Hwy. 407 Bus Term,,0,MDDS2321,413510,1,1,30
08251125-30,20251118,20251118-30-30851,30 - U of Waterloo,,1,MDDS2320,413512,1,1,30
08251125-36,20251118,20251118-36-36771,36B - Bramalea Term,,1,MDDS2320,413552,1,1,36B
08251125-36,20251118,20251118-36-36720,36B - York Mills Term,,0,MDDS2320,413551,1,1,36B
08251125-30,20251118,20251118-30-30602,30A - Bramalea GO,,0,MDDS2320,413507,1,1,30A
08251125-31,20251118,20251118-31-31923,31A - U of Guelph,,1,MDDS2319,413521,1,1,31A
08251125-16,20251118,20251118-16-16870,16 - Union Station,,0,MDDS2319,413446,1,1,16
08251125-16,20251118,20251118-16-16801,16 - Hamilton GO,,1,MDDS2319,413445,1,1,16
08251125-16,20251118,20251118-16-16780,16 - Union Station,,0,MDDS2319,413446,1,1,16
08251125-17,20251118,20251118-17-17590,17 - Hamilton GO,,1,MDDS2319,413448,1,1,17
08251125-25,20251118,20251118-25-25871,25 - U of Waterloo,,1,MDDS2318,413496,1,1,25
08251125-25,20251118,20251118-25-25800,25 - Square One,,0,MDDS2318,413491,1,1,25
08251125-25,20251118,20251118-25-25691,25 - U of Waterloo,,1,MDDS2318,413496,1,1,25
08251125-29,20251118,20251118-29-29680,29A - Square One,,0,MDDS2318,413503,1,1,29A
08251125-30,20251118,20251118-30-30881,30 - U of Waterloo,,1,MDDS2317,413512,1,1,30
08251125-30,20251118,20251118-30-30790,30 - Hwy. 407 Bus Term,,0,MDDS2317,413510,1,1,30
08251125-30,20251118,20251118-30-30711,30 - U of Waterloo,,1,MDDS2317,413512,1,1,30
08251125-30,20251118,20251118-30-30550,30 - Hwy. 407 Bus Term,,0,MDDS2317,413510,1,1,30
08251125-21,20251118,20251118-21-21805,21A - Milton GO,,1,MDDS2316,413480,1,1,21A
08251125-16,20251118,20251118-16-16740,16 - Union Station,,0,MDDS2316,413446,1,1,16
08251125-17,20251118,20251118-17-17520,17 - Hamilton GO,,1,MDDS2316,413448,1,1,17
08251125-17,20251118,20251118-17-17701,17 - U of Waterloo,,0,MDDS2315,413447,1,1,17
08251125-31,20251118,20251118-31-31570,31B - Bramalea GO,,0,MDDS2315,413526,1,1,31B
08251125-17,20251118,20251118-17-17781,17 - U of Waterloo,,0,MDDS2314,413447,1,1,17
08251125-16,20251118,20251118-16-16721,16 - Hamilton GO,,1,MDDS2314,413445,1,1,16
08251125-21,20251118,20251118-21-21600,21C - Union Station,,0,MDDS2314,413475,1,1,21C
08251125-25,20251118,20251118-25-25460,25 - Square One,,0,MDDS2314,413491,1,1,25
08251125-25,20251118,20251118-25-25811,25 - U of Waterloo,,1,MDDS2313,413496,1,1,25
08251125-21,20251118,20251118-21-21761,21C - Square One,,1,MDDS2313,413471,1,1,21C
08251125-16,20251118,20251118-16-16710,16 - Union Station,,0,MDDS2313,413446,1,1,16
08251125-17,20251118,20251118-17-17470,17 - Hamilton GO,,1,MDDS2313,413448,1,1,17
08251125-30,20251118,20251118-30-30671,30 - U of Waterloo,,1,MDDS2312,413512,1,1,30
08251125-47,20251118,20251118-47-47546,47D - Hwy. 407 Bus Term,,0,MDDS2312,413573,1,1,47D
08251125-17,20251118,20251118-17-17390,17 - Hamilton GO,,1,MDDS2312,413448,1,1,17
08251125-30,20251118,20251118-30-30751,30 - U of Waterloo,,1,MDDS2311,413512,1,1,30
08251125-48,20251118,20251118-48-48720,48 - Hwy. 407 Bus Term,,0,MDDS2311,413578,1,1,48
08251125-27,20251120,20251120-27-27701,27B - Meadowvale GO,,1,MDDS3151,413501,1,1,27B
08251125-27,20251120,20251120-27-27630,27A - Finch Terminal,,0,MDDS3151,413500,1,1,27A
08251125-27,20251120,20251120-27-27451,27A - Milton GO,,1,MDDS3151,413502,1,1,27A
08251125-27,20251120,20251120-27-27400,27B - Finch Terminal,,0,MDDS3151,413499,1,1,27B
08251125-56,20251120,20251120-56-56630,56 - Oakville GO,,1,MDDS3150,413587,1,1,56
08251125-56,20251120,20251120-56-56411,56 - DC Oshawa GO,,0,MDDS3150,413596,1,1,56
08251125-19,20251120,20251120-19-19731,19 - Square One,,1,MDDS3148,413470,1,1,19
08251125-19,20251120,20251120-19-19670,19 - Finch Terminal,,0,MDDS3148,413469,1,1,19
08251125-25,20251120,20251120-25-25510,25 - Square One,,0,MDDS3148,413491,1,1,25
08251125-25,20251120,20251120-25-25391,25 - U of Waterloo,,1,MDDS3148,413496,1,1,25
08251125-25,20251120,20251120-25-25612,25C - Square One,,0,MDDS3147,413492,1,1,25C
08251125-25,20251120,20251120-25-25503,25C - U of Waterloo,,1,MDDS3147,413493,1,1,25C
08251125-25,20251120,20251120-25-25412,25A - Square One,,0,MDDS3147,413495,1,1,25A
08251125-27,20251120,20251120-27-27651,27A - Milton GO,,1,MDDS3146,413502,1,1,27A
08251125-27,20251120,20251120-27-27560,27A - Finch Terminal,,0,MDDS3146,413500,1,1,27A
08251125-21,20251120,20251120-21-21425,21A - Milton GO,,1,MDDS3146,413480,1,1,21A
08251125-21,20251120,20251120-21-21370,21C - Union Station,,0,MDDS3146,413475,1,1,21C
08251125-47,20251120,20251120-47-47634,47G - Erin Mills,,0,MDDS3145,413571,1,1,47G
08251125-40,20251120,20251120-40-40501,40 - Hamilton GO,,1,MDDS3145,413560,1,1,40
08251125-21,20251120,20251120-21-21372,21E - Union Station,,0,MDDS3145,413477,1,1,21E
08251125-25,20251120,20251120-25-25752,25C - Square One,,0,MDDS3142,413492,1,1,25C
08251125-25,20251120,20251120-25-25683,25C - U of Waterloo,,1,MDDS3142,413493,1,1,25C
08251125-25,20251120,20251120-25-25540,25 - Square One,,0,MDDS3142,413491,1,1,25
08251125-25,20251120,20251120-25-25443,25C - U of Waterloo,,1,MDDS3142,413493,1,1,25C
08251125-25,20251120,20251120-25-25372,25C - Square One,,0,MDDS3142,413492,1,1,25C
08251125-30,20251120,20251120-30-30742,30A - Bramalea GO,,0,MDDS3141,413507,1,1,30A
08251125-25,20251120,20251120-25-25673,25C - U of Waterloo,,1,MDDS3141,413493,1,1,25C
08251125-25,20251120,20251120-25-25552,25C - Square One,,0,MDDS3141,413492,1,1,25C
08251125-30,20251120,20251120-30-30425,30E - U of Waterloo,,1,MDDS3141,413509,1,1,30E
08251125-30,20251120,20251120-30-30352,30A - Bramalea GO,,0,MDDS3141,413507,1,1,30A
08251125-25,20251120,20251120-25-25562,25A - Square One,,0,MDDS3140,413495,1,1,25A
08251125-30,20251120,20251120-30-30455,30E - U of Waterloo,,1,MDDS3140,413509,1,1,30E
08251125-30,20251120,20251120-30-30392,30A - Bramalea GO,,0,MDDS3140,413507,1,1,30A
08251125-30,20251120,20251120-30-30650,30 - Hwy. 407 Bus Term,,0,MDDS3138,413510,1,1,30
08251125-17,20251120,20251120-17-17481,17 - U of Waterloo,,0,MDDS3138,413447,1,1,17
08251125-16,20251120,20251120-16-16381,16 - Hamilton GO,,1,MDDS3138,413445,1,1,16
08251125-21,20251120,20251120-21-21314,21A - Union Station,,0,MDDS3138,413472,1,1,21A
08251125-36,20251120,20251120-36-36731,36B - Bramalea Term,,1,MDDS3136,413552,1,1,36B
08251125-40,20251120,20251120-40-40620,40 - Richmond Hill Ctr,,0,MDDS3136,413559,1,1,40
08251125-41,20251120,20251120-41-41391,41 - Hamilton GO,,1,MDDS3136,413567,1,1,41
08251125-41,20251120,20251120-41-41254,41C - Centennial College,,0,MDDS3136,413565,1,1,41C
08251125-27,20251120,20251120-27-27581,27A - Milton GO,,1,MDDS3135,413502,1,1,27A
08251125-27,20251120,20251120-27-27510,27A - Finch Terminal,,0,MDDS3135,413500,1,1,27A
08251125-21,20251120,20251120-21-21351,21 - Milton GO,,1,MDDS3135,413484,1,1,21
08251125-21,20251120,20251120-21-21294,21A - Union Station,,0,MDDS3135,413472,1,1,21A
08251125-41,20251120,20251120-41-41513,41A - Square One,,1,MDDS3133,413561,1,1,41A
08251125-41,20251120,20251120-41-41370,41 - Pickering GO,,0,MDDS3133,413566,1,1,41
08251125-47,20251120,20251120-47-47185,47G - McMaster U,,1,MDDS3133,413570,1,1,47G
08251125-41,20251120,20251120-41-41525,41C - Square One,,1,MDDS3132,413562,1,1,41C
08251125-41,20251120,20251120-41-41422,41B - Centennial College,,0,MDDS3132,413563,1,1,41B
08251125-47,20251120,20251120-47-47255,47G - McMaster U,,1,MDDS3132,413570,1,1,47G
08251125-21,20251120,20251120-21-21242,21B - Union Station,,0,MDDS3132,413474,1,1,21B
08251125-25,20251120,20251120-25-25592,25A - Square One,,0,MDDS3131,413495,1,1,25A
08251125-17,20251120,20251120-17-17441,17 - U of Waterloo,,0,MDDS3131,413447,1,1,17
08251125-40,20251120,20251120-40-40341,40 - Hamilton GO,,1,MDDS3131,413560,1,1,40
08251125-41,20251120,20251120-41-41194,41C - Centennial College,,0,MDDS3131,413565,1,1,41C
08251125-25,20251120,20251120-25-25570,25 - Square One,,0,MDDS3130,413491,1,1,25
08251125-25,20251120,20251120-25-25431,25 - U of Waterloo,,1,MDDS3130,413496,1,1,25
08251125-47,20251120,20251120-47-47205,47G - McMaster U,,1,MDDS3130,413570,1,1,47G
08251125-47,20251120,20251120-47-47115,47G - McMaster U,,1,MDDS3130,413570,1,1,47G
08251125-47,20251120,20251120-47-47624,47G - Erin Mills,,0,MDDS3129,413571,1,1,47G
08251125-12,20251120,20251120-12-12592,12B - Burlington GO,,0,MDDS3129,413436,1,1,12B
08251125-12,20251120,20251120-12-12443,12B - Niagara Falls,,1,MDDS3129,413435,1,1,12B
08251125-12,20251120,20251120-12-12402,12B - Burlington GO,,0,MDDS3129,413436,1,1,12B
08251125-12,20251120,20251120-12-12283,12B - Niagara Falls,,1,MDDS3129,413435,1,1,12B
08251125-47,20251120,20251120-47-47105,47G - McMaster U,,1,MDDS3129,413570,1,1,47G
08251125-41,20251120,20251120-41-41463,41A - Square One,,1,MDDS3128,413561,1,1,41A
08251125-41,20251120,20251120-41-41354,41C - Centennial College,,0,MDDS3128,413565,1,1,41C
08251125-25,20251120,20251120-25-25300,25 - Square One,,0,MDDS3128,413491,1,1,25
08251125-25,20251120,20251120-25-25203,25A - U of Waterloo,,1,MDDS3128,413498,1,1,25A
08251125-19,20251120,20251120-19-19571,19 - Square One,,1,MDDS3127,413470,1,1,19
08251125-19,20251120,20251120-19-19460,19 - Finch Terminal,,0,MDDS3127,413469,1,1,19
08251125-25,20251120,20251120-25-25380,25 - Square One,,0,MDDS3127,413491,1,1,25
08251125-25,20251120,20251120-25-25303,25A - U of Waterloo,,1,MDDS3127,413498,1,1,25A
08251125-47,20251120,20251120-47-47095,47G - McMaster U,,1,MDDS3127,413570,1,1,47G
08251125-47,20251120,20251120-47-47594,47G - Erin Mills,,0,MDDS3126,413571,1,1,47G
08251125-17,20251120,20251120-17-17430,17 - Hamilton GO,,1,MDDS3126,413448,1,1,17
08251125-17,20251120,20251120-17-17241,17 - U of Waterloo,,0,MDDS3126,413447,1,1,17
08251125-47,20251120,20251120-47-47085,47G - McMaster U,,1,MDDS3126,413570,1,1,47G
08251125-47,20251120,20251120-47-47564,47G - Erin Mills,,0,MDDS3125,413571,1,1,47G
08251125-15,20251120,20251120-15-15650,15 - Aldershot GO,,0,MDDS3125,413440,1,1,15
08251125-41,20251120,20251120-41-41281,41 - Hamilton GO,,1,MDDS3125,413567,1,1,41
08251125-41,20251120,20251120-41-41122,41A - Pickering GO,,0,MDDS3125,413564,1,1,41A
08251125-25,20251120,20251120-25-25532,25C - Square One,,0,MDDS3124,413492,1,1,25C
08251125-17,20251120,20251120-17-17401,17 - U of Waterloo,,0,MDDS3124,413447,1,1,17
08251125-17,20251120,20251120-17-17270,17 - Hamilton GO,,1,MDDS3124,413448,1,1,17
08251125-25,20251120,20251120-25-25171,25 - U of Waterloo,,1,MDDS3124,413496,1,1,25
08251125-56,20251120,20251120-56-56512,56A - Square One,,1,MDDS3123,413586,1,1,56A
08251125-56,20251120,20251120-56-56351,56 - DC Oshawa GO,,0,MDDS3123,413596,1,1,56
08251125-47,20251120,20251120-47-47165,47G - McMaster U,,1,MDDS3123,413570,1,1,47G
08251125-47,20251120,20251120-47-47065,47G - McMaster U,,1,MDDS3123,413570,1,1,47G
08251125-47,20251120,20251120-47-47574,47G - Erin Mills,,0,MDDS3122,413571,1,1,47G
08251125-41,20251120,20251120-41-41371,41 - Hamilton GO,,1,MDDS3122,413567,1,1,41
08251125-94,20251120,20251120-94-94251,94 - Pickering GO,,0,MDDS3122,414179,1,1,94
08251125-47,20251120,20251120-47-47055,47G - McMaster U,,1,MDDS3122,413570,1,1,47G
08251125-21,20251120,20251120-21-21290,21C - Union Station,,0,MDDS3121,413475,1,1,21C
08251125-41,20251120,20251120-41-41068,41F - U of T Scarborough,,0,MDDS3121,413569,1,1,41F
08251125-41,20251120,20251120-41-41323,41A - Square One,,1,MDDS3120,413561,1,1,41A
08251125-41,20251120,20251120-41-41202,41A - Pickering GO,,0,MDDS3120,413564,1,1,41A
08251125-32,20251120,20251120-32-32160,32 - Finch Terminal,,0,MDDS3120,413535,1,1,32
08251125-27,20251120,20251120-27-27291,27B - Meadowvale GO,,1,MDDS3119,413501,1,1,27B
08251125-32,20251120,20251120-32-32260,32 - Finch Terminal,,0,MDDS3119,413535,1,1,32
08251125-32,20251120,20251120-32-32150,32 - Finch Terminal,,0,MDDS3119,413535,1,1,32
08251125-27,20251120,20251120-27-27201,27A - Milton GO,,1,MDDS3118,413502,1,1,27A
08251125-32,20251120,20251120-32-32140,32 - Finch Terminal,,0,MDDS3118,413535,1,1,32
08251125-41,20251120,20251120-41-41703,41A - Square One,,1,MDDS3116,413561,1,1,41A
08251125-56,20251120,20251120-56-56471,56 - DC Oshawa GO,,0,MDDS3116,413596,1,1,56
08251125-56,20251120,20251120-56-56310,56 - Oakville GO,,1,MDDS3116,413587,1,1,56
08251125-56,20251120,20251120-56-56111,56 - DC Oshawa GO,,0,MDDS3116,413596,1,1,56
08251125-47,20251120,20251120-47-47374,47G - Erin Mills,,0,MDDS3115,413571,1,1,47G
08251125-47,20251120,20251120-47-47253,47D - McMaster U,,1,MDDS3115,413572,1,1,47D
